months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_hobbies,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,fraud_reported
10,19,1000,1185.78,0,FEMALE,yachting,0,-60700,Single Vehicle Collision,Side Collision,Minor Damage,Police,5,1,missing,0,2,missing,48950,Y
309,47,500,1527.95,0,MALE,hiking,69400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,4,YES,0,1,missing,77800,N
396,57,1000,1366.39,0,MALE,exercise,0,-22400,Multi-vehicle Collision,Front Collision,Major Damage,Other,22,3,YES,2,1,NO,52560,N
273,41,1000,1403.9,0,FEMALE,dancing,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,2,missing,1,2,YES,44110,N
129,30,2000,927.23,0,FEMALE,video-games,51500,0,Single Vehicle Collision,Front Collision,Total Loss,Other,7,1,NO,1,3,missing,74360,N
140,31,2000,1554.86,6000000,FEMALE,base-jumping,59000,0,Parked Car,missing,Minor Damage,None,2,1,YES,1,2,missing,6120,Y
419,53,2000,736.07,6000000,MALE,chess,45700,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,4,missing,0,0,YES,62280,N
315,44,1000,974.16,6000000,FEMALE,reading,0,-56800,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,missing,1,0,YES,26730,N
72,29,500,973.8,0,FEMALE,exercise,0,-85900,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,9,1,missing,1,0,NO,66200,N
32,26,2000,1260.32,6000000,MALE,polo,0,-79800,Single Vehicle Collision,Side Collision,Total Loss,Fire,16,1,missing,1,2,missing,45500,N
230,41,1000,1464.03,0,MALE,sleeping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,19,3,missing,2,0,missing,53040,N
157,32,2000,617.11,0,MALE,reading,0,-54100,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,3,missing,1,2,NO,50800,Y
265,41,2000,1724.46,6000000,FEMALE,sleeping,81800,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,18,3,missing,1,3,missing,44200,N
47,34,500,1161.31,0,FEMALE,base-jumping,64800,-24300,Single Vehicle Collision,Front Collision,Minor Damage,Police,23,1,YES,1,3,missing,62920,N
113,29,2000,1091.73,0,MALE,golf,36100,-42300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,missing,0,2,YES,49950,Y
289,46,2000,1209.07,0,MALE,chess,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,1,YES,0,1,YES,56430,Y
254,41,2000,1241.04,0,FEMALE,board-games,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,NO,2,2,YES,100210,N
115,30,500,1757.21,0,MALE,base-jumping,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,12,3,NO,1,0,YES,49140,N
236,38,1000,802.24,0,FEMALE,paintball,0,-62500,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,16,1,NO,0,1,missing,66840,N
7,21,1000,1342.72,0,MALE,camping,0,-45300,Single Vehicle Collision,Front Collision,Total Loss,Other,21,1,missing,1,2,missing,62460,N
208,36,2000,1209.41,5000000,MALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,15,3,YES,0,1,missing,62810,N
126,33,1000,1141.71,2000000,FEMALE,sleeping,36700,-73400,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,21,1,YES,1,2,missing,54160,N
48,35,500,1090.03,0,FEMALE,golf,0,-51000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,YES,0,2,NO,48400,N
297,48,1000,1464.73,3000000,MALE,golf,54900,-36700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,missing,0,0,NO,51480,N
160,36,1000,1118.58,0,FEMALE,board-games,0,-36600,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,5,3,NO,2,1,NO,51700,N
406,58,2000,1117.04,0,MALE,video-games,0,-42700,Multi-vehicle Collision,Front Collision,Total Loss,Other,15,3,missing,1,2,missing,65520,N
157,31,500,1257.83,7000000,MALE,reading,40700,-41600,Multi-vehicle Collision,Rear Collision,Major Damage,Other,2,4,NO,2,2,NO,47700,Y
146,31,2000,1082.72,0,FEMALE,video-games,61400,-57500,Vehicle Theft,missing,Minor Damage,None,3,1,YES,2,0,NO,5220,N
409,57,1000,1191.8,6000000,MALE,exercise,55600,0,Single Vehicle Collision,Side Collision,Major Damage,Other,19,1,NO,1,0,missing,73320,N
252,46,1000,1242.02,0,MALE,dancing,0,-28800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,17,1,YES,0,2,YES,74900,N
6,27,500,1075.71,0,FEMALE,dancing,0,-47400,Vehicle Theft,missing,Trivial Damage,Police,7,1,missing,0,1,YES,3190,N
103,33,1000,969.88,6000000,MALE,exercise,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,21,1,NO,1,0,YES,76920,N
369,53,2000,1459.93,0,FEMALE,video-games,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,2,YES,1,3,NO,77990,N
261,46,1000,1245.61,0,MALE,base-jumping,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,11,1,YES,1,0,missing,59670,N
159,33,2000,1462.76,0,FEMALE,skydiving,69200,-36900,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,23,3,YES,2,0,NO,44880,Y
344,51,2000,1398.46,0,MALE,skydiving,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,14,1,missing,0,2,NO,82830,N
437,60,1000,1269.64,0,FEMALE,cross-fit,48800,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,10,1,NO,1,3,NO,84480,Y
65,30,500,1455.65,4000000,FEMALE,skydiving,0,-66300,Multi-vehicle Collision,Side Collision,Total Loss,Fire,6,3,missing,2,3,NO,79800,N
280,41,2000,1140.31,0,MALE,exercise,29300,-64700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,10,3,missing,0,3,YES,53020,N
269,45,500,1330.46,0,FEMALE,sleeping,54800,-64100,Multi-vehicle Collision,Side Collision,Total Loss,Police,5,3,missing,0,0,NO,24200,N
275,40,2000,1190.6,0,MALE,camping,0,-45300,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,missing,1,3,YES,43230,N
265,45,500,972.5,0,FEMALE,cross-fit,0,0,Vehicle Theft,missing,Trivial Damage,None,3,1,NO,2,3,NO,3190,N
283,43,2000,1161.91,0,FEMALE,polo,0,-50400,Parked Car,missing,Minor Damage,None,9,1,missing,0,3,NO,5850,N
84,29,1000,1117.17,0,FEMALE,video-games,0,-29900,Parked Car,missing,Trivial Damage,Police,6,1,YES,2,0,YES,6820,N
247,44,2000,1101.51,0,FEMALE,camping,64000,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,22,3,NO,2,2,NO,69480,N
56,29,1000,1523.17,0,MALE,movies,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,10,3,missing,1,2,YES,94560,N
210,39,1000,984.45,0,MALE,paintball,0,0,Vehicle Theft,missing,Minor Damage,None,4,1,YES,1,2,missing,7800,N
108,32,2000,1257.0,4000000,FEMALE,basketball,63900,-43700,Single Vehicle Collision,Front Collision,Total Loss,Other,23,1,NO,1,3,NO,61270,N
328,49,500,1434.51,0,FEMALE,bungie-jumping,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,19,1,missing,0,2,YES,71440,N
186,37,2000,1628.0,0,FEMALE,exercise,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,2,YES,55600,N
277,44,500,1412.31,0,MALE,board-games,0,0,Vehicle Theft,missing,Trivial Damage,Police,6,1,NO,1,3,NO,5000,N
138,33,500,1362.87,5000000,FEMALE,paintball,56900,-56900,Single Vehicle Collision,Side Collision,Minor Damage,Other,6,1,NO,2,0,missing,95810,N
208,41,1000,1134.68,0,FEMALE,chess,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,NO,2,2,missing,69300,N
147,37,1000,1306.78,0,MALE,video-games,0,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,22,1,missing,1,0,NO,81120,N
8,21,500,1021.9,0,MALE,hiking,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,missing,0,0,missing,91260,N
297,48,1000,1538.6,0,FEMALE,kayaking,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Fire,12,1,missing,0,0,missing,60600,N
150,31,1000,1354.5,0,MALE,base-jumping,52800,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,6,3,missing,0,3,YES,64800,Y
4,34,500,1282.93,0,FEMALE,basketball,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,0,4,missing,0,0,missing,66880,Y
210,35,1000,1346.27,0,MALE,cross-fit,44900,-91400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,NO,0,2,missing,58200,N
91,31,1000,1338.4,4000000,FEMALE,polo,63600,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,19,1,missing,1,0,NO,60570,N
167,36,1000,949.44,0,FEMALE,camping,0,-38400,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,22,3,missing,0,0,NO,69680,Y
467,58,2000,977.4,0,MALE,bungie-jumping,82200,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,2,1,YES,2,3,NO,55700,N
264,47,2000,1181.46,10000000,FEMALE,sleeping,0,-67400,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,16,4,YES,1,2,YES,62370,N
270,45,500,1187.53,0,FEMALE,yachting,83200,-53300,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,3,missing,0,0,YES,54340,N
310,48,1000,845.16,0,FEMALE,base-jumping,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,21,1,YES,1,0,NO,55170,Y
143,34,500,1442.27,0,MALE,exercise,67900,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,10,1,missing,2,3,YES,58500,N
146,32,2000,1276.43,0,MALE,skydiving,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,12,1,missing,0,3,missing,59940,N
102,28,500,1075.41,0,MALE,reading,55200,0,Single Vehicle Collision,Side Collision,Total Loss,Police,6,1,NO,1,0,NO,73400,N
61,23,500,1111.72,0,MALE,bungie-jumping,54600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,6,1,missing,1,2,missing,41850,N
255,44,2000,814.96,6000000,FEMALE,chess,68500,0,Parked Car,missing,Trivial Damage,Police,7,1,missing,2,2,NO,6400,Y
211,40,1000,1575.86,0,FEMALE,sleeping,0,0,Vehicle Theft,missing,Trivial Damage,Police,3,1,NO,1,1,NO,3190,N
61,29,1000,1115.27,0,MALE,polo,0,-66000,Parked Car,missing,Trivial Damage,None,10,1,YES,2,1,YES,5900,N
108,31,2000,1175.7,0,MALE,yachting,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,14,1,NO,0,2,NO,57330,N
303,50,500,793.15,0,MALE,board-games,54600,-45500,Multi-vehicle Collision,Front Collision,Total Loss,Other,17,3,NO,0,3,NO,81960,N
152,33,500,942.51,0,FEMALE,exercise,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,16,1,YES,0,0,missing,70400,Y
120,34,1000,1056.71,0,FEMALE,paintball,77900,0,Parked Car,missing,Minor Damage,None,3,1,NO,2,1,missing,3770,N
144,36,2000,1255.68,6000000,FEMALE,reading,23600,-15600,Parked Car,missing,Minor Damage,None,7,1,NO,0,0,missing,7400,N
414,52,500,1335.13,0,FEMALE,chess,44000,-71000,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,1,1,missing,54810,Y
163,37,500,1178.95,6000000,FEMALE,dancing,0,-67300,Single Vehicle Collision,Rear Collision,Total Loss,Fire,20,1,YES,2,3,YES,49400,N
352,53,500,1793.16,0,MALE,exercise,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,YES,2,2,NO,68750,N
27,32,500,1008.38,0,FEMALE,yachting,37900,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,NO,1,0,missing,61500,N
239,39,500,1396.83,0,FEMALE,reading,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,4,missing,0,3,NO,76890,N
33,32,500,1402.78,5000000,FEMALE,base-jumping,70300,-50300,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,1,missing,56070,N
88,30,1000,1437.88,0,FEMALE,reading,42800,-51200,Single Vehicle Collision,Side Collision,Total Loss,Fire,3,1,NO,2,0,YES,56000,N
101,33,1000,1313.64,0,FEMALE,board-games,12100,0,Parked Car,missing,Trivial Damage,None,3,1,YES,1,0,NO,4290,N
20,37,500,1482.14,0,FEMALE,reading,33000,-43600,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,missing,2,1,NO,60750,N
126,30,2000,1171.75,0,FEMALE,board-games,46500,-42700,Single Vehicle Collision,Side Collision,Minor Damage,Other,23,1,missing,2,3,NO,48730,N
264,43,2000,1353.33,0,MALE,video-games,0,-8500,Multi-vehicle Collision,Front Collision,Minor Damage,Police,9,3,YES,2,0,NO,95150,N
78,24,500,1175.51,0,MALE,yachting,0,0,Vehicle Theft,missing,Minor Damage,Police,20,1,missing,0,1,YES,7480,N
123,28,2000,1836.02,0,MALE,movies,38000,-41200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,5,1,missing,2,1,YES,79800,Y
347,51,500,1480.79,9000000,FEMALE,board-games,0,-12100,Single Vehicle Collision,Side Collision,Total Loss,Other,15,1,YES,0,2,missing,103560,N
163,38,2000,1453.92,0,FEMALE,yachting,51700,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,2,3,missing,79500,N
271,44,500,1340.71,0,FEMALE,base-jumping,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,16,1,NO,2,2,NO,76230,Y
410,54,2000,714.03,0,MALE,board-games,0,-17000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,0,1,YES,0,2,NO,59520,N
448,57,2000,1376.16,0,FEMALE,hiking,38600,-50300,Multi-vehicle Collision,Front Collision,Major Damage,Police,10,3,NO,2,1,missing,47760,Y
218,41,500,914.22,0,MALE,golf,37900,-72900,Multi-vehicle Collision,Side Collision,Total Loss,Police,14,3,NO,2,0,NO,84590,N
43,38,1000,1601.47,0,MALE,skydiving,64400,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,1,3,YES,2,2,missing,61650,N
33,33,1000,1096.79,6000000,FEMALE,dancing,45500,-60600,Single Vehicle Collision,Rear Collision,Major Damage,Police,16,1,missing,2,1,missing,81400,N
126,34,2000,1078.22,0,FEMALE,camping,54500,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,2,3,NO,0,1,YES,58410,N
411,56,1000,1595.28,0,FEMALE,exercise,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,missing,0,0,missing,38610,N
225,37,1000,1217.84,5000000,FEMALE,yachting,49600,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,missing,2,2,NO,57600,N
35,35,2000,1117.42,0,FEMALE,kayaking,0,-51900,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,23,3,NO,2,2,NO,53190,N
460,57,2000,1567.37,0,FEMALE,skydiving,62500,0,Single Vehicle Collision,Front Collision,Major Damage,Other,10,1,missing,2,3,NO,58300,Y
195,38,2000,1294.93,6000000,MALE,video-games,38000,-50300,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,12,3,YES,1,2,NO,64620,N
360,51,1000,1152.12,0,MALE,hiking,0,-62400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,2,0,YES,90480,N
300,49,1000,1441.21,0,FEMALE,kayaking,0,0,Vehicle Theft,missing,Trivial Damage,None,3,1,NO,1,0,NO,7080,N
245,42,1000,1575.74,7000000,MALE,chess,0,-68900,Parked Car,missing,Minor Damage,Police,19,1,missing,2,2,missing,6490,Y
146,36,2000,1233.96,0,FEMALE,golf,34500,-60600,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,3,NO,1,1,NO,55900,N
67,29,1000,1861.43,0,MALE,polo,60400,-67800,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,0,3,YES,63800,Y
380,56,1000,1570.86,0,MALE,cross-fit,66000,0,Single Vehicle Collision,Side Collision,Total Loss,Police,10,1,missing,0,1,YES,58160,Y
389,53,2000,791.47,0,MALE,chess,0,0,Vehicle Theft,missing,Minor Damage,Police,6,1,NO,1,2,NO,6300,Y
317,46,1000,1012.78,0,MALE,yachting,43700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,18,1,NO,2,1,NO,104610,Y
264,44,500,1047.06,6000000,MALE,sleeping,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,20,3,NO,0,2,NO,69850,N
20,21,1000,1390.29,0,FEMALE,polo,0,-41200,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,14,1,NO,0,0,missing,62900,N
116,30,500,951.46,0,MALE,golf,0,-35500,Multi-vehicle Collision,Front Collision,Major Damage,Other,8,3,NO,0,3,missing,59670,Y
222,40,1000,1226.78,0,MALE,camping,49600,-49200,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,17,2,YES,2,0,missing,81500,N
439,56,500,1280.9,0,MALE,video-games,48900,-40900,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,9,1,NO,2,0,missing,50000,N
66,28,2000,1472.77,0,MALE,exercise,0,-31700,Single Vehicle Collision,Front Collision,Total Loss,Other,0,1,missing,2,1,missing,48290,N
128,29,1000,1878.44,0,MALE,golf,0,-76000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,2,1,NO,0,0,missing,59070,N
69,24,500,1418.5,0,FEMALE,yachting,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,missing,0,0,NO,63300,N
294,46,500,1532.8,0,MALE,exercise,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,8,1,NO,0,3,YES,65780,N
19,29,500,1304.35,0,MALE,cross-fit,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,6,3,NO,0,2,missing,75400,Y
191,33,2000,1551.61,0,MALE,movies,45000,-30400,Vehicle Theft,missing,Minor Damage,None,3,1,YES,1,1,NO,2250,N
4,39,1000,1326.98,6000000,FEMALE,reading,64200,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,14,3,YES,1,3,missing,54120,N
298,49,500,862.92,0,MALE,camping,0,-71700,Multi-vehicle Collision,Side Collision,Major Damage,Other,16,3,NO,0,2,NO,69480,N
231,43,2000,1331.69,0,FEMALE,reading,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,12,1,missing,1,2,NO,66950,N
338,47,2000,1486.04,0,FEMALE,board-games,0,-56200,Multi-vehicle Collision,Rear Collision,Major Damage,Other,1,3,NO,2,3,missing,64100,Y
261,46,1000,870.55,0,MALE,camping,0,-49400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,19,1,missing,0,3,missing,80280,N
321,44,2000,1344.56,6000000,MALE,hiking,0,-39100,Vehicle Theft,missing,Trivial Damage,Police,7,1,missing,1,2,NO,4680,N
0,32,1000,1377.04,0,MALE,base-jumping,61400,-41100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,6,4,missing,1,1,NO,39720,N
405,58,500,1237.88,0,MALE,exercise,0,-46900,Single Vehicle Collision,Front Collision,Major Damage,Police,11,1,missing,0,0,missing,63580,Y
304,49,1000,1525.86,0,FEMALE,camping,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,2,1,YES,1,1,YES,73370,N
1,29,500,854.58,0,FEMALE,paintball,52200,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,missing,2,3,YES,86790,N
26,39,1000,770.76,0,MALE,sleeping,0,-53700,Single Vehicle Collision,Side Collision,Major Damage,Police,0,1,NO,0,2,missing,49800,N
202,38,2000,1132.74,0,FEMALE,exercise,0,-37500,Single Vehicle Collision,Side Collision,Major Damage,Other,12,1,YES,1,1,NO,77440,N
289,48,500,1173.37,8000000,FEMALE,board-games,0,-42700,Single Vehicle Collision,Front Collision,Total Loss,Other,1,1,missing,1,0,missing,42900,N
61,26,2000,1188.28,6000000,FEMALE,skydiving,0,-53800,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,2,YES,1,0,NO,53820,Y
334,46,1000,876.88,6000000,MALE,reading,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,2,1,NO,2,1,NO,57330,N
12,24,1000,1143.95,0,FEMALE,paintball,51400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,NO,2,1,missing,53370,N
86,29,2000,1409.06,0,MALE,yachting,74200,-68100,Single Vehicle Collision,Front Collision,Minor Damage,Police,0,1,NO,2,2,YES,62920,N
83,24,1000,1070.63,0,FEMALE,board-games,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,missing,0,1,NO,61600,N
126,30,2000,916.13,0,MALE,golf,55300,-58400,Multi-vehicle Collision,Rear Collision,Total Loss,Police,16,3,YES,2,0,NO,74160,N
209,38,500,1191.5,0,MALE,reading,38600,-52900,Single Vehicle Collision,Rear Collision,Total Loss,Police,8,1,NO,2,0,missing,80100,N
283,48,1000,1474.66,0,FEMALE,paintball,0,-46200,Parked Car,missing,Trivial Damage,Police,9,1,missing,2,3,NO,6560,N
194,34,1000,1193.45,0,MALE,hiking,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,11,1,missing,2,1,YES,58800,N
184,38,1000,1437.53,0,FEMALE,chess,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,6,3,missing,0,2,NO,53730,Y
479,60,2000,1304.83,0,FEMALE,cross-fit,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,18,1,NO,0,0,NO,60600,N
284,48,1000,1168.8,0,FEMALE,movies,0,-42400,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,missing,0,3,YES,35750,N
65,27,1000,1164.97,0,FEMALE,exercise,43000,-42500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,17,1,missing,1,2,YES,42840,N
222,39,1000,1232.72,0,MALE,hiking,87800,-51200,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,missing,1,0,NO,87960,Y
196,41,2000,1800.76,0,MALE,camping,0,-78600,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,NO,1,0,NO,47800,N
253,43,500,1187.01,7000000,FEMALE,exercise,46300,-33000,Vehicle Theft,missing,Trivial Damage,Police,9,1,NO,0,1,missing,3840,N
280,43,1000,1559.34,0,MALE,hiking,0,-51600,Single Vehicle Collision,Front Collision,Total Loss,Fire,1,1,NO,0,2,missing,77000,N
5,26,2000,1137.02,0,FEMALE,skydiving,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,3,missing,88110,N
220,42,1000,1281.72,0,MALE,hiking,33500,-49500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,4,NO,0,2,YES,47740,N
85,30,1000,796.35,0,FEMALE,video-games,72400,-77000,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,9,3,YES,2,1,YES,58960,N
266,46,500,1270.02,0,FEMALE,skydiving,0,-45800,Parked Car,missing,Minor Damage,Police,5,1,NO,1,2,missing,2160,N
41,26,1000,1383.13,0,FEMALE,exercise,46700,0,Vehicle Theft,missing,Trivial Damage,Police,12,1,YES,1,1,missing,6890,N
316,45,2000,1290.74,5000000,FEMALE,kayaking,58300,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,6,3,NO,2,0,YES,78870,N
285,47,1000,1216.68,0,FEMALE,basketball,55100,0,Vehicle Theft,missing,Trivial Damage,Police,8,1,NO,1,1,NO,2700,N
379,54,500,1251.16,0,FEMALE,kayaking,41400,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,14,1,missing,0,1,NO,75960,N
15,34,2000,1586.41,0,FEMALE,video-games,33500,-58900,Single Vehicle Collision,Front Collision,Major Damage,Police,10,1,YES,1,3,missing,75570,Y
354,48,2000,1526.11,5000000,FEMALE,exercise,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,12,1,missing,2,3,YES,90240,N
342,53,1000,1028.44,0,FEMALE,dancing,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,12,1,missing,0,0,NO,80960,N
169,38,1000,1555.94,0,MALE,skydiving,23300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,NO,1,3,YES,79080,N
339,49,2000,1570.77,0,MALE,paintball,98800,-65300,Vehicle Theft,missing,Minor Damage,None,13,1,NO,0,3,NO,6820,N
259,42,2000,1170.53,0,FEMALE,sleeping,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,NO,1,2,YES,62590,N
65,23,1000,1099.95,0,FEMALE,dancing,0,-71900,Single Vehicle Collision,Side Collision,Major Damage,Other,14,1,NO,1,0,YES,52400,Y
254,46,2000,1472.43,0,MALE,basketball,0,-90600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,missing,1,3,YES,63580,N
440,55,500,1275.62,0,FEMALE,reading,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,YES,2,1,NO,61400,N
478,63,1000,1292.3,0,MALE,paintball,47600,0,Parked Car,missing,Minor Damage,None,5,1,YES,1,3,NO,4700,Y
230,44,2000,1009.37,0,FEMALE,hiking,45400,-39400,Single Vehicle Collision,Front Collision,Total Loss,Fire,19,1,NO,0,2,YES,74140,N
138,30,500,1093.07,4000000,FEMALE,reading,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,0,1,missing,2,2,NO,83160,N
239,41,1000,1325.44,7000000,FEMALE,paintball,51400,-6300,Parked Car,missing,Trivial Damage,Police,22,1,missing,0,2,YES,10790,N
93,31,2000,1017.18,0,FEMALE,paintball,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,21,3,YES,1,3,NO,48070,N
37,25,1000,1221.17,0,FEMALE,golf,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,4,3,YES,0,0,YES,51030,N
254,40,500,1927.87,0,MALE,yachting,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,YES,0,1,missing,43280,Y
131,29,1000,978.27,0,FEMALE,paintball,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,5,1,missing,1,3,NO,76400,N
230,43,2000,1221.14,0,MALE,board-games,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,missing,0,2,missing,75460,N
313,50,2000,1255.62,0,MALE,polo,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,18,3,YES,2,1,YES,69000,Y
210,38,500,999.52,0,MALE,golf,0,0,Vehicle Theft,missing,Minor Damage,Police,6,1,missing,1,2,NO,8640,N
101,29,500,1380.89,0,MALE,dancing,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,missing,2,1,missing,67210,N
153,37,500,1010.77,0,MALE,basketball,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,5,3,missing,0,3,NO,42500,N
337,53,500,1205.86,0,MALE,basketball,0,-34600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,8,1,YES,0,1,NO,86400,N
360,51,1000,1526.61,0,MALE,chess,0,-32900,Vehicle Theft,missing,Minor Damage,Police,5,1,YES,2,2,missing,4620,Y
