months_as_customer,umbrella_limit,insured_sex,insured_hobbies,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,policy_deductable_groups,age_groups,policy_annual_premium_groups
199,0,MALE,video-games,48500,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,4,1,missing,0,3,NO,60170,0-500,36-40,medium
428,7000000,FEMALE,hiking,0,0,Parked Car,missing,Minor Damage,None,8,1,missing,2,3,NO,6500,0-500,56-60,medium
154,0,FEMALE,cross-fit,53100,-43900,Multi-vehicle Collision,Side Collision,Total Loss,Other,18,4,missing,2,3,YES,74360,501-1000,31-35,medium
214,4000000,MALE,polo,0,-57100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,missing,2,0,NO,64000,0-500,41-45,medium
298,0,FEMALE,exercise,47800,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,17,1,NO,2,2,NO,28100,0-500,46-50,medium
313,0,MALE,reading,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,20,1,YES,1,3,NO,40260,501-1000,46-50,high
9,0,FEMALE,dancing,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,1,missing,0,0,NO,85690,501-1000,26-30,medium
249,0,FEMALE,golf,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,4,3,YES,2,1,YES,57100,1501-2000,41-45,medium
38,4000000,MALE,golf,78000,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4,3,NO,0,3,YES,74880,0-500,26-30,medium
146,0,FEMALE,video-games,61400,-57500,Vehicle Theft,missing,Minor Damage,None,3,1,YES,2,0,NO,5220,1501-2000,31-35,medium
217,0,MALE,basketball,0,0,Vehicle Theft,missing,Minor Damage,None,8,1,missing,2,1,YES,4300,501-1000,36-40,high
84,0,MALE,polo,0,-15900,Vehicle Theft,missing,Trivial Damage,Police,9,1,YES,1,3,missing,4620,1501-2000,26-30,high
134,0,MALE,kayaking,14100,-44500,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,17,3,NO,2,0,YES,77200,501-1000,36-40,medium
451,2000000,FEMALE,polo,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,3,3,YES,2,1,YES,78100,1501-2000,61-65,high
334,6000000,MALE,reading,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,2,1,NO,2,1,NO,57330,501-1000,46-50,low
344,0,MALE,skydiving,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,14,1,missing,0,2,NO,82830,1501-2000,51-55,medium
255,0,FEMALE,video-games,0,-52600,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,2,3,NO,1,0,NO,57860,0-500,46-50,medium
8,0,MALE,hiking,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,missing,0,0,missing,91260,0-500,21-25,medium
239,0,FEMALE,reading,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,4,missing,0,3,NO,76890,0-500,36-40,medium
108,0,FEMALE,bungie-jumping,71400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4,3,NO,2,2,YES,61380,501-1000,26-30,medium
189,0,FEMALE,basketball,0,-49400,Multi-vehicle Collision,Side Collision,Major Damage,Police,17,3,missing,1,3,YES,79560,1501-2000,36-40,medium
137,0,MALE,paintball,52700,-40600,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,6,3,NO,1,2,NO,50800,1501-2000,31-35,medium
343,0,FEMALE,bungie-jumping,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,2,1,missing,0,2,NO,47630,501-1000,51-55,medium
27,0,FEMALE,yachting,37900,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,NO,1,0,missing,61500,0-500,31-35,medium
77,0,FEMALE,base-jumping,56400,-32800,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,1,3,YES,0,0,missing,67200,1501-2000,26-30,low
10,0,MALE,base-jumping,0,-22200,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,missing,0,3,missing,31350,1501-2000,26-30,low
39,0,MALE,polo,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,14,1,YES,0,1,YES,86130,0-500,21-25,medium
134,0,FEMALE,dancing,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,19,3,missing,0,2,YES,47790,1501-2000,26-30,medium
97,0,MALE,sleeping,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,4,2,YES,2,2,NO,50400,501-1000,26-30,medium
212,0,MALE,camping,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Other,14,1,NO,2,1,missing,42300,0-500,41-45,medium
148,0,FEMALE,camping,57500,-93600,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,NO,2,2,NO,32480,0-500,26-30,medium
354,5000000,FEMALE,exercise,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,12,1,missing,2,3,YES,90240,1501-2000,46-50,high
64,0,MALE,video-games,53200,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,22,4,NO,0,0,missing,75600,501-1000,21-25,low
169,0,FEMALE,reading,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,missing,0,0,YES,38700,0-500,31-35,medium
235,4000000,MALE,exercise,0,-31700,Vehicle Theft,missing,Trivial Damage,None,1,1,missing,2,1,NO,4950,0-500,36-40,medium
202,3000000,MALE,chess,31000,-30200,Vehicle Theft,missing,Minor Damage,None,5,1,YES,2,1,missing,5720,0-500,31-35,low
114,0,MALE,video-games,51400,-64000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,1,3,NO,1,2,missing,77110,501-1000,26-30,high
121,6000000,FEMALE,camping,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,16,1,NO,0,1,YES,65250,501-1000,31-35,medium
150,0,MALE,polo,0,0,Parked Car,missing,Trivial Damage,None,8,1,YES,0,2,NO,4500,501-1000,26-30,medium
156,0,MALE,golf,0,-51800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,16,4,missing,1,2,YES,53400,0-500,36-40,medium
233,0,FEMALE,board-games,67100,0,Vehicle Theft,missing,Minor Damage,None,6,1,NO,0,1,missing,3740,1501-2000,41-45,high
137,0,FEMALE,movies,0,-45300,Vehicle Theft,missing,Minor Damage,Police,21,1,NO,0,0,YES,3300,0-500,31-35,medium
256,0,FEMALE,bungie-jumping,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,19,3,NO,0,2,NO,64100,501-1000,36-40,medium
223,0,FEMALE,camping,0,0,Parked Car,missing,Trivial Damage,None,6,1,YES,0,3,missing,5200,0-500,41-45,high
225,0,MALE,paintball,83900,-52100,Parked Car,missing,Trivial Damage,None,6,1,YES,2,1,YES,5830,0-500,36-40,medium
406,0,MALE,video-games,0,-42700,Multi-vehicle Collision,Front Collision,Total Loss,Other,15,3,missing,1,2,missing,65520,1501-2000,56-60,medium
254,0,MALE,yachting,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,YES,0,1,missing,43280,0-500,36-40,high
119,0,FEMALE,hiking,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,7,1,YES,2,1,YES,45540,0-500,31-35,medium
386,0,MALE,camping,36800,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,missing,2,3,YES,66660,0-500,51-55,medium
104,0,FEMALE,skydiving,0,-70100,Vehicle Theft,missing,Minor Damage,Police,8,1,NO,0,0,YES,4800,0-500,26-30,medium
283,0,FEMALE,paintball,0,-46200,Parked Car,missing,Trivial Damage,Police,9,1,missing,2,3,NO,6560,501-1000,46-50,medium
203,0,FEMALE,skydiving,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,7,1,missing,0,1,YES,55440,0-500,36-40,medium
157,0,MALE,reading,0,-54100,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,3,missing,1,2,NO,50800,1501-2000,31-35,low
431,0,FEMALE,bungie-jumping,65700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,4,3,missing,2,0,missing,62300,1501-2000,51-55,medium
313,0,MALE,polo,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,18,3,YES,2,1,YES,69000,1501-2000,46-50,medium
266,0,FEMALE,skydiving,0,-45800,Parked Car,missing,Minor Damage,Police,5,1,NO,1,2,missing,2160,0-500,46-50,medium
295,0,FEMALE,polo,49700,-59100,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,20,2,NO,2,1,YES,86060,501-1000,46-50,medium
478,0,FEMALE,reading,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,17,3,NO,1,1,NO,33930,0-500,61-65,low
211,0,FEMALE,paintball,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,1,1,YES,1,1,missing,42000,0-500,31-35,medium
228,6000000,MALE,board-games,66000,-46000,Vehicle Theft,missing,Minor Damage,None,20,1,NO,0,1,NO,6500,501-1000,41-45,high
250,0,MALE,paintball,69500,-40700,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,missing,1,1,missing,74800,0-500,41-45,medium
155,0,FEMALE,hiking,83600,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,0,1,missing,0,3,missing,48360,501-1000,31-35,low
167,0,FEMALE,camping,0,-38400,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,22,3,missing,0,0,NO,69680,501-1000,36-40,low
412,0,MALE,yachting,0,-66100,Multi-vehicle Collision,Front Collision,Total Loss,Police,19,3,NO,0,2,NO,68040,0-500,56-60,medium
204,0,FEMALE,hiking,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,10,3,YES,1,2,YES,41700,0-500,36-40,medium
86,0,MALE,yachting,74200,-68100,Single Vehicle Collision,Front Collision,Minor Damage,Police,0,1,NO,2,2,YES,62920,1501-2000,26-30,medium
425,0,FEMALE,paintball,42900,-39100,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,17,3,missing,1,2,missing,97080,1501-2000,51-55,low
369,0,FEMALE,video-games,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,2,YES,1,3,NO,77990,1501-2000,51-55,medium
465,6000000,FEMALE,board-games,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,7,1,NO,0,3,missing,43560,0-500,61-65,medium
475,0,MALE,skydiving,67400,-83200,Single Vehicle Collision,Front Collision,Minor Damage,Police,20,1,missing,0,2,NO,78000,0-500,56-60,medium
234,0,MALE,reading,0,-48800,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,NO,2,2,YES,51600,0-500,41-45,medium
446,0,MALE,sleeping,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,3,NO,0,0,NO,62800,1501-2000,56-60,medium
122,0,FEMALE,skydiving,0,-47100,Parked Car,missing,Trivial Damage,None,17,1,missing,0,1,NO,3850,501-1000,26-30,high
96,6000000,MALE,hiking,38900,-48700,Single Vehicle Collision,Side Collision,Total Loss,Fire,22,1,missing,0,0,YES,53440,0-500,26-30,medium
431,0,FEMALE,paintball,17600,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,13,3,NO,2,3,missing,63240,501-1000,51-55,medium
252,0,MALE,dancing,0,-28800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,17,1,YES,0,2,YES,74900,501-1000,46-50,medium
202,0,FEMALE,exercise,0,-37500,Single Vehicle Collision,Side Collision,Major Damage,Other,12,1,YES,1,1,NO,77440,1501-2000,36-40,medium
419,6000000,MALE,chess,45700,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,4,missing,0,0,YES,62280,1501-2000,51-55,low
436,0,MALE,board-games,39000,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,10,3,missing,2,2,NO,68000,501-1000,56-60,medium
37,0,FEMALE,hiking,0,-67400,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,YES,1,0,NO,51660,0-500,21-25,medium
436,0,MALE,bungie-jumping,67600,-65300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,16,1,NO,0,2,NO,82060,0-500,56-60,medium
85,0,FEMALE,video-games,72400,-77000,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,9,3,YES,2,1,YES,58960,501-1000,26-30,low
128,0,FEMALE,cross-fit,0,-28300,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,2,3,NO,0,2,missing,69930,0-500,31-35,medium
115,0,FEMALE,bungie-jumping,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,YES,0,3,NO,34160,501-1000,31-35,medium
206,0,MALE,yachting,0,-74200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,2,1,missing,1,1,NO,78980,501-1000,41-45,medium
396,0,MALE,camping,0,-49400,Parked Car,missing,Minor Damage,None,3,1,YES,1,3,missing,2640,0-500,56-60,medium
286,0,MALE,paintball,25800,0,Vehicle Theft,missing,Trivial Damage,Police,3,1,YES,2,0,missing,4100,501-1000,41-45,low
224,0,FEMALE,sleeping,0,-47100,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,21,3,YES,2,1,missing,61800,501-1000,36-40,medium
144,0,MALE,cross-fit,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,missing,0,0,missing,87900,0-500,31-35,medium
292,0,MALE,dancing,0,0,Vehicle Theft,missing,Trivial Damage,Police,4,1,NO,0,2,missing,7370,501-1000,41-45,medium
193,0,FEMALE,chess,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,23,3,missing,2,1,YES,64260,0-500,36-40,medium
163,6000000,FEMALE,dancing,0,-67300,Single Vehicle Collision,Rear Collision,Total Loss,Fire,20,1,YES,2,3,YES,49400,0-500,36-40,medium
332,0,MALE,paintball,91900,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,22,4,YES,2,0,missing,71760,1501-2000,46-50,medium
405,4000000,MALE,exercise,46300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,21,3,missing,2,3,missing,61440,501-1000,56-60,medium
280,0,MALE,hiking,0,-51600,Single Vehicle Collision,Front Collision,Total Loss,Fire,1,1,NO,0,2,missing,77000,501-1000,41-45,high
230,0,MALE,sleeping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,19,3,missing,2,0,missing,53040,501-1000,41-45,medium
304,0,FEMALE,camping,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,2,1,YES,1,1,YES,73370,501-1000,46-50,high
65,0,MALE,basketball,0,0,Vehicle Theft,missing,Trivial Damage,None,14,1,missing,0,0,missing,7200,501-1000,26-30,high
339,0,MALE,dancing,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,3,NO,2,1,missing,51840,0-500,46-50,high
29,0,MALE,skydiving,0,-71700,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,4,4,YES,1,2,YES,64890,1501-2000,21-25,medium
274,0,MALE,basketball,40700,-47300,Single Vehicle Collision,Front Collision,Major Damage,Fire,22,1,YES,0,3,YES,63840,1501-2000,41-45,medium
131,0,FEMALE,paintball,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,5,1,missing,1,3,NO,76400,501-1000,26-30,low
265,6000000,FEMALE,sleeping,81800,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,18,3,missing,1,3,missing,44200,1501-2000,41-45,high
468,0,MALE,paintball,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,7,3,YES,0,3,missing,64350,0-500,61-65,medium
216,5000000,FEMALE,board-games,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,16,1,missing,2,3,NO,66600,501-1000,36-40,medium
140,5000000,FEMALE,cross-fit,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,13,1,missing,2,3,missing,82170,501-1000,31-35,low
135,0,FEMALE,base-jumping,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,7,1,missing,1,2,NO,78200,1501-2000,31-35,high
253,7000000,FEMALE,exercise,46300,-33000,Vehicle Theft,missing,Trivial Damage,Police,9,1,NO,0,1,missing,3840,0-500,41-45,medium
127,0,FEMALE,paintball,73700,0,Vehicle Theft,missing,Minor Damage,None,8,1,YES,1,3,missing,4700,0-500,31-35,medium
19,0,MALE,cross-fit,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,6,3,NO,0,2,missing,75400,0-500,26-30,medium
107,0,MALE,cross-fit,40600,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,2,3,NO,2,3,NO,78650,1501-2000,26-30,low
153,0,MALE,basketball,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,5,3,missing,0,3,NO,42500,0-500,36-40,medium
261,0,MALE,base-jumping,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,11,1,YES,1,0,missing,59670,501-1000,46-50,medium
241,0,FEMALE,paintball,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,NO,0,2,YES,37520,501-1000,36-40,medium
235,0,FEMALE,exercise,39900,-60200,Multi-vehicle Collision,Side Collision,Total Loss,Other,7,4,missing,2,1,YES,69100,0-500,41-45,medium
120,0,FEMALE,paintball,77900,0,Parked Car,missing,Minor Damage,None,3,1,NO,2,1,missing,3770,501-1000,31-35,medium
295,0,FEMALE,kayaking,0,0,Parked Car,missing,Trivial Damage,None,6,1,missing,1,2,YES,5400,501-1000,46-50,medium
195,8000000,MALE,base-jumping,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,12,1,NO,0,2,NO,44200,501-1000,36-40,medium
89,0,FEMALE,golf,27600,0,Single Vehicle Collision,Front Collision,Total Loss,Other,11,1,missing,2,3,YES,84590,501-1000,31-35,low
194,0,MALE,hiking,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,11,1,missing,2,1,YES,58800,501-1000,31-35,medium
130,0,MALE,bungie-jumping,0,-40800,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,NO,2,3,missing,48950,1501-2000,26-30,medium
38,0,MALE,yachting,0,-39700,Vehicle Theft,missing,Trivial Damage,None,17,1,missing,2,1,NO,7200,501-1000,26-30,medium
61,0,FEMALE,paintball,47400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,2,1,missing,65520,0-500,21-25,low
194,0,FEMALE,movies,46500,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,15,3,missing,1,0,missing,53680,1501-2000,36-40,medium
224,0,FEMALE,kayaking,0,-51400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,11,1,missing,0,0,YES,55200,0-500,41-45,medium
41,0,MALE,sleeping,35400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,13,3,NO,1,3,NO,48000,501-1000,21-25,medium
245,0,MALE,basketball,24400,-60500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,4,1,YES,0,1,YES,73500,1501-2000,41-45,medium
160,0,FEMALE,yachting,45500,-37800,Single Vehicle Collision,Side Collision,Total Loss,Other,19,1,YES,1,0,NO,72930,0-500,36-40,medium
276,0,FEMALE,bungie-jumping,0,-50000,Parked Car,missing,Trivial Damage,Police,7,1,missing,0,1,NO,5940,0-500,46-50,medium
147,0,MALE,dancing,0,-48300,Single Vehicle Collision,Side Collision,Minor Damage,Fire,13,1,YES,2,2,missing,101010,501-1000,31-35,medium
290,5000000,MALE,video-games,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,20,2,missing,1,1,missing,41520,0-500,46-50,medium
6,0,FEMALE,dancing,0,-47400,Vehicle Theft,missing,Trivial Damage,Police,7,1,missing,0,1,YES,3190,0-500,26-30,medium
239,7000000,FEMALE,paintball,51400,-6300,Parked Car,missing,Trivial Damage,Police,22,1,missing,0,2,YES,10790,501-1000,41-45,medium
78,4000000,MALE,board-games,0,-27900,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,NO,1,0,NO,55660,501-1000,31-35,high
338,4000000,MALE,polo,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,4,1,YES,2,1,missing,58560,0-500,46-50,medium
303,5000000,MALE,camping,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,1,4,YES,1,2,NO,72840,1501-2000,46-50,low
219,0,FEMALE,exercise,90700,-20800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,NO,1,1,missing,70680,501-1000,41-45,medium
11,0,FEMALE,reading,24000,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,6,3,missing,1,0,missing,53460,1501-2000,36-40,medium
120,0,FEMALE,movies,39600,-64300,Single Vehicle Collision,Front Collision,Minor Damage,Other,20,1,missing,1,1,YES,87100,0-500,26-30,low
210,0,MALE,cross-fit,44900,-91400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,NO,0,2,missing,58200,501-1000,31-35,medium
123,0,FEMALE,chess,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,17,1,YES,1,0,YES,73260,0-500,26-30,medium
258,10000000,MALE,hiking,34400,-56800,Multi-vehicle Collision,Side Collision,Total Loss,Other,14,3,NO,0,1,missing,47700,501-1000,46-50,medium
45,0,MALE,movies,29000,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,17,3,missing,2,0,missing,78240,501-1000,36-40,medium
22,0,FEMALE,movies,37500,-54000,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,3,YES,1,2,missing,53280,501-1000,21-25,medium
210,0,MALE,polo,0,-41000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,12,3,missing,2,0,NO,81070,0-500,41-45,medium
62,0,FEMALE,camping,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,3,1,missing,1,1,YES,60200,501-1000,26-30,low
295,0,MALE,kayaking,34300,-24300,Vehicle Theft,missing,Minor Damage,None,4,1,YES,1,3,YES,4320,0-500,46-50,medium
283,0,FEMALE,reading,60700,-54300,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,NO,0,2,missing,42700,0-500,41-45,medium
154,7000000,FEMALE,dancing,68500,0,Vehicle Theft,missing,Trivial Damage,None,9,1,missing,2,0,missing,2800,1501-2000,36-40,medium
152,0,FEMALE,exercise,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,16,1,YES,0,0,missing,70400,0-500,31-35,low
143,5000000,FEMALE,dancing,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,NO,2,0,YES,54300,0-500,26-30,medium
65,3000000,FEMALE,camping,0,-41500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,NO,1,3,missing,52200,0-500,26-30,medium
235,4000000,MALE,yachting,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,10,1,missing,0,3,missing,60320,1501-2000,36-40,medium
94,0,FEMALE,paintball,0,-52600,Single Vehicle Collision,Rear Collision,Major Damage,Fire,19,1,missing,1,3,YES,64100,1501-2000,26-30,medium
380,6000000,MALE,bungie-jumping,0,0,Parked Car,missing,Trivial Damage,Police,23,1,NO,0,3,NO,5700,1501-2000,51-55,medium
421,4000000,MALE,reading,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,7,1,missing,2,3,missing,92730,0-500,56-60,high
269,0,FEMALE,sleeping,54800,-64100,Multi-vehicle Collision,Side Collision,Total Loss,Police,5,3,missing,0,0,NO,24200,0-500,41-45,medium
266,0,MALE,chess,0,-41400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,3,YES,83490,1501-2000,46-50,high
122,0,FEMALE,polo,38100,-31400,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,3,NO,2,0,YES,99990,0-500,31-35,medium
247,0,FEMALE,reading,0,-49300,Vehicle Theft,missing,Trivial Damage,Police,5,1,YES,1,2,missing,7700,0-500,36-40,high
282,7000000,FEMALE,video-games,26900,-55300,Vehicle Theft,missing,Minor Damage,None,7,1,missing,1,2,NO,3520,1501-2000,46-50,medium
105,0,FEMALE,golf,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,12,3,NO,2,2,NO,60500,0-500,26-30,medium
200,0,MALE,video-games,57300,-80600,Vehicle Theft,missing,Trivial Damage,None,13,1,NO,0,3,YES,6490,1501-2000,31-35,medium
164,0,FEMALE,reading,44500,-55900,Vehicle Theft,missing,Trivial Damage,Police,5,1,YES,1,0,NO,4320,0-500,31-35,medium
231,0,MALE,reading,0,-58100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,15,3,YES,2,2,YES,77100,1501-2000,41-45,low
271,0,FEMALE,sleeping,56200,-50000,Multi-vehicle Collision,Side Collision,Major Damage,Other,12,2,missing,2,3,missing,68310,0-500,41-45,medium
137,0,MALE,kayaking,55600,-59700,Multi-vehicle Collision,Front Collision,Minor Damage,Other,4,3,missing,2,1,missing,74030,0-500,26-30,medium
316,7000000,FEMALE,paintball,0,-51000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,missing,0,1,YES,63100,0-500,46-50,medium
90,0,FEMALE,hiking,42100,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,2,1,YES,1,0,YES,75790,1501-2000,31-35,low
398,0,FEMALE,base-jumping,21500,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,16,1,YES,2,1,missing,47430,1501-2000,51-55,medium
112,0,MALE,base-jumping,57800,-53700,Parked Car,missing,Trivial Damage,None,4,1,missing,0,2,missing,5060,501-1000,31-35,medium
267,0,MALE,sleeping,49000,0,Parked Car,missing,Minor Damage,None,0,1,NO,1,3,YES,1920,0-500,41-45,medium
165,0,FEMALE,exercise,70500,0,Parked Car,missing,Minor Damage,Police,9,1,missing,2,0,missing,3960,0-500,31-35,medium
253,0,FEMALE,golf,45800,0,Parked Car,missing,Trivial Damage,None,9,1,NO,0,3,missing,5400,1501-2000,41-45,low
228,5000000,MALE,reading,0,0,Vehicle Theft,missing,Minor Damage,Police,8,1,missing,0,0,missing,5070,1501-2000,41-45,medium
198,0,MALE,kayaking,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,18,1,YES,1,1,YES,95000,501-1000,31-35,high
138,4000000,FEMALE,reading,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,0,1,missing,2,2,NO,83160,0-500,26-30,medium
16,0,MALE,chess,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,NO,2,1,missing,55000,501-1000,31-35,medium
165,0,MALE,golf,0,-39700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,20,3,NO,2,2,NO,45700,1501-2000,36-40,medium
150,0,MALE,yachting,40100,0,Vehicle Theft,missing,Trivial Damage,Police,7,1,YES,1,3,YES,4590,501-1000,26-30,high
84,0,FEMALE,video-games,0,-29900,Parked Car,missing,Trivial Damage,Police,6,1,YES,2,0,YES,6820,501-1000,26-30,medium
119,0,MALE,hiking,88800,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,1,1,missing,0,1,YES,53600,1501-2000,26-30,medium
277,0,MALE,board-games,0,0,Vehicle Theft,missing,Trivial Damage,Police,6,1,NO,1,3,NO,5000,0-500,41-45,medium
66,0,FEMALE,paintball,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,missing,0,2,YES,65560,0-500,26-30,very low
194,0,MALE,video-games,52500,-51300,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,17,3,missing,0,2,missing,95900,0-500,41-45,medium
75,0,MALE,movies,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,missing,0,1,YES,71640,501-1000,26-30,medium
